millis,action,mouse.x,mouse.y
3010,mousePosition,1012.0,220.5
4075,mouseReleased,1215.0,540.9
4271,mousePosition,913.0,537.3
4596,mouseReleased,823.0,540.0
4941,mouseReleased,505.0,572.4
5204,mouseReleased,682.0,561.6
5606,mousePosition,977.0,365.4
5688,mouseReleased,1067.0,374.4
6145,mouseReleased,1188.0,412.2
6529,mouseReleased,1465.0,540.9
6875,mouseReleased,1628.0,657.9
6917,mousePosition,1616.0,669.6
8152,mouseReleased,989.0,1013.4
8195,mousePosition,989.0,1013.4
9481,mousePosition,962.0,593.1
10762,mousePosition,1495.0,458.1
12041,mousePosition,147.0,494.1
12439,mouseReleased,190.0,497.7
13324,mousePosition,906.0,700.2
14630,mousePosition,740.0,651.6
15646,mouseReleased,1144.0,940.5
15890,mousePosition,1144.0,940.5
17153,mousePosition,1129.0,974.7
18458,mousePosition,1164.0,932.4
19724,mousePosition,705.0,610.2
19764,mouseReleased,705.0,610.2
20987,mousePosition,728.0,357.3
21515,mouseReleased,735.0,335.7
22092,mouseReleased,569.0,604.8
22252,mousePosition,861.0,655.2
22415,mouseReleased,860.0,658.8
23523,mousePosition,1213.0,872.1
24230,mouseReleased,997.0,1007.1
24797,mousePosition,1023.0,1018.8
25738,mouseReleased,1022.0,1023.3
26060,mousePosition,1020.0,1025.1
26422,mouseReleased,1020.0,1025.1
26706,mouseReleased,1020.0,1025.1
27330,mousePosition,1690.0,734.4
27895,mouseReleased,1855.0,600.3
28597,mousePosition,1482.0,604.8
28880,mouseReleased,1482.0,610.2
29806,mousePosition,659.0,778.5
31164,mousePosition,1868.0,585.9
31244,mouseReleased,1863.0,597.6
32502,mousePosition,1272.0,578.7
33507,mouseReleased,74.0,591.3
33710,mousePosition,835.0,618.3
34554,mouseReleased,1864.0,595.8
34999,mousePosition,1377.0,610.2
35747,mouseReleased,1336.0,595.8
36273,mousePosition,1096.0,630.9
36597,mouseReleased,959.0,657.9
37482,mousePosition,993.0,1035.9
38159,mouseReleased,1008.0,1015.2
38763,mousePosition,878.0,746.1
40054,mousePosition,47.0,577.8
40054,mouseReleased,47.0,577.8
41263,mousePosition,681.0,828.0
42568,mousePosition,54.0,574.2
42768,mouseReleased,55.0,575.1
43808,mousePosition,1453.0,650.7
45119,mousePosition,1348.0,655.2
45888,mouseReleased,1387.0,651.6
46338,mousePosition,1400.0,651.6
47647,mousePosition,1229.0,590.4
48422,mouseReleased,1116.0,628.2
48873,mousePosition,1129.0,628.2
50256,mousePosition,1845.0,723.6
50584,mouseReleased,1830.0,718.2
51482,mousePosition,1245.0,615.6
52054,mouseReleased,1142.0,603.0
52814,mousePosition,1125.0,613.8
53217,mouseReleased,1128.0,606.6
54061,mousePosition,1046.0,585.0
55200,mouseReleased,1669.0,639.0
55367,mousePosition,1657.0,630.9
56596,mousePosition,811.0,681.3
57186,mouseReleased,1144.0,665.1
57959,mousePosition,537.0,656.1
58245,mouseReleased,728.0,698.4
59181,mousePosition,388.0,669.6
59877,mouseReleased,1029.0,658.8
60202,mouseReleased,1013.0,502.2
60488,mousePosition,508.0,625.5
60851,mouseReleased,454.0,680.4
61782,mousePosition,1460.0,672.3
62222,mouseReleased,1617.0,645.3
62992,mousePosition,966.0,547.2
63599,mouseReleased,1180.0,697.5
64287,mousePosition,368.0,675.9
64490,mouseReleased,348.0,684.0
65494,mousePosition,786.0,612.9
66758,mousePosition,786.0,612.9
67761,mouseReleased,539.0,683.1
67960,mousePosition,472.0,670.5
68932,mouseReleased,472.0,670.5
69134,mouseReleased,472.0,670.5
69255,mousePosition,472.0,670.5
69376,mouseReleased,479.0,670.5
70463,mousePosition,516.0,670.5
71772,mousePosition,516.0,670.5
72977,mousePosition,516.0,670.5
74278,mousePosition,1300.0,801.9
75482,mousePosition,1767.0,1048.5
75522,mouseReleased,1767.0,1048.5
76783,mousePosition,695.0,831.6
77764,mouseReleased,701.0,825.3
78085,mousePosition,701.0,825.3
79264,mousePosition,1116.0,403.2
80542,mousePosition,1106.0,439.2
81713,mousePosition,1106.0,439.2
82963,mousePosition,1106.0,439.2
84137,mousePosition,1106.0,439.2
85407,mousePosition,1106.0,439.2
86586,mousePosition,1106.0,439.2
87846,mousePosition,1140.0,470.7
89022,mousePosition,1160.0,439.2
90281,mousePosition,1160.0,439.2
91458,mousePosition,997.0,133.2
92728,mousePosition,1116.0,401.4
93903,mousePosition,874.0,633.6
93982,mouseReleased,874.0,633.6
95176,mousePosition,730.0,928.8
95254,mouseReleased,730.0,928.8
96370,mousePosition,1007.0,1013.4
96370,mouseReleased,1007.0,1013.4
97390,mouseReleased,1132.0,951.3
97670,mousePosition,1132.0,951.3
98228,mouseReleased,1170.0,921.6
98867,mousePosition,1919.0,733.5
99327,mouseReleased,1869.0,729.9
100163,mousePosition,1209.0,893.7
100838,mouseReleased,1134.0,945.9
101350,mousePosition,1147.0,931.5
102630,mousePosition,1894.0,735.3
103811,mousePosition,1696.0,748.8
105153,mousePosition,1126.0,949.5
105598,mouseReleased,1126.0,949.5
106400,mousePosition,1522.0,528.3
107782,mousePosition,1023.0,498.6
109044,mousePosition,839.0,290.7
110383,mousePosition,469.0,297.0
111645,mousePosition,805.0,347.4
112984,mousePosition,1288.0,477.0
114246,mousePosition,1227.0,178.2
115616,mousePosition,1181.0,177.3
116871,mousePosition,977.0,49.5
118226,mousePosition,494.0,49.5
119467,mousePosition,269.0,31.5
120868,mousePosition,103.0,178.2
122112,mousePosition,218.0,449.1
123441,mousePosition,241.0,648.0
124695,mousePosition,783.0,612.0
126052,mousePosition,1428.0,595.8
127376,mousePosition,1470.0,450.0
128627,mousePosition,1443.0,390.6
129968,mousePosition,1231.0,75.6
131231,mousePosition,882.0,423.9
132588,mousePosition,1520.0,554.4
133842,mousePosition,1688.0,558.9
135196,mousePosition,1744.0,621.9
136451,mousePosition,939.0,186.3
137769,mousePosition,445.0,152.1
139029,mousePosition,475.0,163.8
140439,mousePosition,236.0,67.5
141683,mousePosition,299.0,212.4
143019,mousePosition,101.0,446.4
144264,mousePosition,519.0,224.1
145612,mousePosition,290.0,0.0
146839,mousePosition,141.0,57.6
148153,mousePosition,28.0,317.7
149373,mousePosition,50.0,612.0
150687,mousePosition,947.0,661.5
151933,mousePosition,1337.0,584.1
153291,mousePosition,308.0,570.6
154538,mousePosition,1322.0,683.1
155797,mousePosition,1686.0,730.8
157205,mousePosition,1687.0,962.1
158450,mousePosition,1647.0,800.1
159790,mousePosition,1556.0,649.8
161038,mousePosition,920.0,294.3
162364,mousePosition,996.0,170.1
163599,mousePosition,288.0,104.4
164931,mousePosition,0.0,242.1
166154,mousePosition,517.0,563.4
167483,mousePosition,1614.0,504.9
168730,mousePosition,28.0,802.8
170087,mousePosition,1303.0,694.8
171338,mousePosition,934.0,1079.1
172682,mousePosition,1433.0,923.4
173932,mousePosition,1057.0,357.3
175285,mousePosition,516.0,666.9
176539,mousePosition,969.0,1035.0
177896,mousePosition,1393.0,542.7
179155,mousePosition,1917.0,810.9
180533,mousePosition,1477.0,863.1
181786,mousePosition,1415.0,252.0
183128,mousePosition,1919.0,596.7
184373,mousePosition,1919.0,353.7
185682,mousePosition,1733.0,81.9
186920,mousePosition,1649.0,49.5
188260,mousePosition,1398.0,179.1
189500,mousePosition,1730.0,389.7
190849,mousePosition,1557.0,86.4
192095,mousePosition,1670.0,580.5
193449,mousePosition,1826.0,476.1
194691,mousePosition,1017.0,162.0
196042,mousePosition,1180.0,621.0
197291,mousePosition,1561.0,903.6
198666,mousePosition,1120.0,301.5
199979,mousePosition,817.0,34.2
201211,mousePosition,165.0,0.0
202530,mousePosition,63.0,367.2
203748,mousePosition,350.0,812.7
205100,mousePosition,713.0,747.0
206343,mousePosition,876.0,943.2
207681,mousePosition,1646.0,628.2
208923,mousePosition,800.0,156.6
210263,mousePosition,549.0,319.5
211508,mousePosition,1092.0,570.6
212828,mousePosition,798.0,282.6
214071,mousePosition,607.0,558.9
215438,mousePosition,1589.0,622.8
216686,mousePosition,1126.0,222.3
218019,mousePosition,92.0,212.4
219260,mousePosition,14.0,841.5
220638,mousePosition,308.0,1079.1
221864,mousePosition,1141.0,902.7
223197,mousePosition,959.0,947.7
224445,mousePosition,1618.0,493.2
225780,mousePosition,1919.0,1079.1
227026,mousePosition,1919.0,669.6
228268,mousePosition,1170.0,531.9
229597,mousePosition,1883.0,404.1
230841,mousePosition,1919.0,170.1
232179,mousePosition,1894.0,945.9
233419,mousePosition,1919.0,1079.1
234810,mousePosition,875.0,952.2
236046,mousePosition,1749.0,926.1
237284,mousePosition,1520.0,805.5
238630,mousePosition,1390.0,868.5
239872,mousePosition,1269.0,722.7
241196,mousePosition,1750.0,614.7
242443,mousePosition,1909.0,180.9
243772,mousePosition,1787.0,4.5
244988,mousePosition,1440.0,22.5
246332,mousePosition,1170.0,100.8
247571,mousePosition,862.0,376.2
248897,mousePosition,572.0,225.9
250138,mousePosition,783.0,510.3
251481,mousePosition,448.0,78.3
252726,mousePosition,330.0,441.9
254071,mousePosition,123.0,208.8
255313,mousePosition,778.0,534.6
256656,mousePosition,1092.0,369.9
257901,mousePosition,181.0,330.3
259277,mousePosition,221.0,696.6
260537,mousePosition,1276.0,567.9
261886,mousePosition,1137.0,650.7
263129,mousePosition,1541.0,568.8
264542,mousePosition,15.0,677.7
265801,mousePosition,322.0,1008.9
267153,mousePosition,765.0,884.7
268398,mousePosition,1045.0,774.0
269721,mousePosition,1314.0,633.6
270963,mousePosition,1704.0,554.4
272310,mousePosition,1465.0,459.9
273553,mousePosition,1316.0,454.5
274888,mousePosition,586.0,877.5
276132,mousePosition,1210.0,819.9
277483,mousePosition,1708.0,540.9
278730,mousePosition,1919.0,638.1
280040,mousePosition,1670.0,999.9
281275,mousePosition,1368.0,844.2
282597,mousePosition,1365.0,916.2
283845,mousePosition,1499.0,1076.4
285213,mousePosition,803.0,865.8
286456,mousePosition,1503.0,612.0
287773,mousePosition,189.0,428.4
289018,mousePosition,315.0,839.7
290340,mousePosition,1172.0,652.5
291583,mousePosition,553.0,563.4
292931,mousePosition,541.0,1012.5
294161,mousePosition,1129.0,759.6
295504,mousePosition,1709.0,579.6
296768,mousePosition,1708.0,1079.1
298083,mousePosition,925.0,857.7
299317,mousePosition,288.0,649.8
300659,mousePosition,538.0,1012.5
301903,mousePosition,1280.0,646.2
303221,mousePosition,1324.0,428.4
304394,mousePosition,1324.0,428.4
305680,mousePosition,1324.0,428.4
306853,mousePosition,1324.0,428.4
308030,mousePosition,1257.0,394.2
309285,mousePosition,1258.0,468.0
310300,mouseReleased,1115.0,403.2
310530,mousePosition,1115.0,403.2
311705,mousePosition,287.0,459.0
312409,mouseReleased,197.0,502.2
312985,mousePosition,783.0,498.6
313929,mouseReleased,1116.0,413.1
314163,mousePosition,1113.0,412.2
315433,mousePosition,228.0,393.3
316608,mousePosition,246.0,409.5
317857,mousePosition,213.0,488.7
318059,mouseReleased,213.0,488.7
319035,mousePosition,998.0,567.0
320381,mousePosition,963.0,569.7
321553,mousePosition,963.0,569.7
321670,mouseReleased,963.0,569.7
322708,mouseReleased,914.0,621.9
322826,mousePosition,914.0,621.9
323998,mousePosition,1009.0,1040.4
324155,mouseReleased,1009.0,1040.4
325284,mousePosition,1350.0,703.8
326148,mouseReleased,1493.0,604.8
326461,mousePosition,1495.0,604.8
327736,mousePosition,680.0,812.7
328909,mousePosition,679.0,811.8
330166,mousePosition,679.0,811.8
331342,mousePosition,689.0,799.2
332457,mouseReleased,696.0,848.7
332616,mousePosition,696.0,848.7
333794,mousePosition,1128.0,414.9
335058,mousePosition,1023.0,567.0
336235,mousePosition,1016.0,573.3
337521,mousePosition,672.0,586.8
338698,mousePosition,928.0,407.7
339955,mousePosition,973.0,402.3
341128,mousePosition,920.0,652.5
342398,mousePosition,864.0,656.1
343574,mousePosition,715.0,595.8
344859,mousePosition,1469.0,585.0
346037,mousePosition,1472.0,598.5
346116,mouseReleased,1472.0,598.5
347330,mousePosition,1902.0,585.0
