millis,action,mouse.x,mouse.y
2297,mousePosition,862.0,515.0
2768,mouseReleased,992.0,1004.0
2978,mousePosition,962.0,888.0
3622,mousePosition,353.0,354.0
4220,mousePosition,265.0,731.0
4821,mousePosition,237.0,705.0
5443,mousePosition,342.0,334.0
6126,mousePosition,305.0,323.0
6824,mousePosition,332.0,196.0
7512,mousePosition,295.0,444.0
8200,mousePosition,324.0,696.0
8811,mousePosition,417.0,812.0
9400,mousePosition,430.0,825.0
9992,mousePosition,356.0,717.0
10636,mousePosition,343.0,772.0
11317,mousePosition,358.0,477.0
11993,mousePosition,311.0,175.0
12633,mousePosition,387.0,108.0
13229,mousePosition,396.0,102.0
13820,mousePosition,393.0,98.0
14075,mouseReleased,393.0,98.0
14460,mousePosition,462.0,197.0
15137,mousePosition,1097.0,936.0
15829,mousePosition,1100.0,939.0
16516,mousePosition,1100.0,939.0
17160,mousePosition,1100.0,939.0
17750,mousePosition,1117.0,366.0
18349,mousePosition,1116.0,399.0
18987,mousePosition,1335.0,413.0
19673,mousePosition,1205.0,392.0
20356,mousePosition,1142.0,374.0
20561,mouseReleased,1117.0,393.0
21050,mousePosition,1113.0,440.0
21668,mousePosition,1826.0,575.0
21784,mouseReleased,1826.0,575.0
22258,mousePosition,1542.0,595.0
22842,mousePosition,884.0,867.0
23494,mousePosition,355.0,485.0
24191,mousePosition,970.0,866.0
24883,mousePosition,969.0,861.0
25575,mousePosition,698.0,761.0
25921,mouseReleased,302.0,500.0
26240,mousePosition,958.0,508.0
26825,mousePosition,1112.0,297.0
27084,mouseReleased,1112.0,297.0
27416,mousePosition,1112.0,297.0
28019,mousePosition,1885.0,590.0
28305,mouseReleased,1885.0,590.0
28718,mousePosition,1882.0,590.0
29399,mousePosition,1143.0,426.0
29928,mouseReleased,1114.0,419.0
30088,mousePosition,1114.0,419.0
30776,mousePosition,1841.0,559.0
31098,mouseReleased,1889.0,577.0
31473,mousePosition,1889.0,577.0
32129,mousePosition,1126.0,525.0
32731,mousePosition,1126.0,525.0
33327,mousePosition,1126.0,525.0
33959,mousePosition,1126.0,525.0
34649,mousePosition,1126.0,525.0
35347,mousePosition,1126.0,525.0
36041,mousePosition,1126.0,525.0
36729,mousePosition,1126.0,525.0
37331,mousePosition,1126.0,525.0
37940,mousePosition,1126.0,525.0
38459,,1126.0,525.0
38459,exit,1126.0,525.0
