millis,action,mouse.x,mouse.y
2984,mousePosition,783.0,864.0
4154,mouseReleased,1011.0,1013.4
4287,mousePosition,1011.0,1013.4
5556,mousePosition,1011.0,1014.3
6376,mouseReleased,991.0,1012.5
6820,mousePosition,991.0,1012.5
7960,mouseReleased,995.0,1008.9
8112,mousePosition,996.0,1008.9
9348,mousePosition,203.0,487.8
9820,mouseReleased,201.0,488.7
10625,mousePosition,201.0,488.7
11894,mousePosition,1041.0,678.6
12743,mouseReleased,1467.0,573.3
13202,mousePosition,1234.0,619.2
14478,mousePosition,36.0,567.0
14759,mouseReleased,36.0,567.0
15733,mousePosition,305.0,684.9
16979,mousePosition,1768.0,1035.9
16979,mouseReleased,1768.0,1035.9
18230,mousePosition,749.0,774.9
18562,mouseReleased,710.0,837.9
19493,mousePosition,647.0,582.3
19574,mouseReleased,647.0,582.3
19906,mouseReleased,706.0,614.7
20755,mousePosition,1304.0,918.0
22025,mousePosition,1692.0,687.6
23129,mouseReleased,1893.0,582.3
23290,mousePosition,1893.0,582.3
24569,mousePosition,1123.0,418.5
24770,mouseReleased,1113.0,422.1
25829,mousePosition,1018.0,963.9
26714,mouseReleased,209.0,483.3
27038,mousePosition,209.0,483.3
28095,mouseReleased,927.0,635.4
28380,mousePosition,908.0,639.9
28991,mouseReleased,710.0,828.9
29671,mousePosition,1303.0,800.1
30445,mouseReleased,999.0,1014.3
30894,mousePosition,1760.0,838.8
31712,mouseReleased,1691.0,814.5
32120,mouseReleased,1866.0,732.6
32202,mousePosition,1829.0,739.8
33229,mouseReleased,1211.0,790.2
33517,mousePosition,1199.0,882.0
34296,mouseReleased,1868.0,693.9
34749,mousePosition,1383.0,835.2
35622,mouseReleased,1152.0,946.8
36114,mousePosition,1137.0,936.0
36330,mouseReleased,1145.0,936.0
37466,mousePosition,283.0,419.4
38854,mousePosition,548.0,845.1
40174,mousePosition,1030.0,682.2
41565,mousePosition,1088.0,662.4
42868,mousePosition,733.0,816.3
44304,mousePosition,1006.0,497.7
45608,mousePosition,1446.0,520.2
47029,mousePosition,1597.0,523.8
48366,mousePosition,171.0,290.7
49796,mousePosition,1215.0,510.3
51104,mousePosition,1475.0,711.0
52499,mousePosition,106.0,657.0
53816,mousePosition,912.0,915.3
55216,mousePosition,1509.0,620.1
56629,mousePosition,1654.0,612.9
57934,mousePosition,606.0,778.5
59305,mousePosition,632.0,670.5
60606,mousePosition,632.0,670.5
61968,mousePosition,63.0,572.4
63260,mousePosition,571.0,28.8
64630,mousePosition,1619.0,503.1
65992,mousePosition,1122.0,531.0
67285,mousePosition,1296.0,18.0
68636,mousePosition,1700.0,242.1
69925,mousePosition,1121.0,296.1
71318,mousePosition,1594.0,387.0
72604,mousePosition,749.0,380.7
73986,mousePosition,1676.0,549.0
75277,mousePosition,657.0,1079.1
76663,mousePosition,1919.0,594.0
77961,mousePosition,1439.0,1079.1
79332,mousePosition,1368.0,920.7
80594,mousePosition,1311.0,181.8
82023,mousePosition,536.0,1079.1
83275,mousePosition,1614.0,670.5
84613,mousePosition,1083.0,417.6
85870,mousePosition,399.0,587.7
87234,mousePosition,1312.0,860.4
88495,mousePosition,1696.0,600.3
89863,mousePosition,1053.0,464.4
91134,mousePosition,436.0,0.0
92468,mousePosition,321.0,82.8
93721,mousePosition,1316.0,461.7
95070,mousePosition,1734.0,507.6
96328,mousePosition,511.0,0.0
97653,mousePosition,168.0,3.6
98891,mousePosition,557.0,331.2
100237,mousePosition,1597.0,525.6
101494,mousePosition,771.0,292.5
102833,mousePosition,720.0,315.0
104093,mousePosition,203.0,145.8
105513,mousePosition,6.0,441.9
106753,mousePosition,434.0,598.5
108119,mousePosition,662.0,1065.6
109367,mousePosition,1561.0,923.4
110727,mousePosition,1104.0,974.7
111979,mousePosition,1877.0,587.7
113284,mousePosition,1793.0,1079.1
114513,mousePosition,1820.0,634.5
115766,mousePosition,1730.0,1066.5
117115,mousePosition,1747.0,540.9
118369,mousePosition,664.0,496.8
119816,mousePosition,1517.0,852.3
121072,mousePosition,1408.0,739.8
122429,mousePosition,774.0,642.6
123683,mousePosition,1174.0,498.6
125041,mousePosition,1321.0,607.5
126302,mousePosition,1473.0,1079.1
127644,mousePosition,1697.0,477.9
128902,mousePosition,88.0,539.1
130266,mousePosition,601.0,1006.2
131522,mousePosition,891.0,791.1
132882,mousePosition,1585.0,626.4
134148,mousePosition,1821.0,1079.1
135485,mousePosition,1816.0,1079.1
136730,mousePosition,1540.0,587.7
138110,mousePosition,0.0,592.2
139354,mousePosition,0.0,1079.1
140663,mousePosition,1139.0,943.2
141903,mousePosition,1696.0,1044.9
143240,mousePosition,1256.0,483.3
144490,mousePosition,1486.0,1079.1
145893,mousePosition,823.0,869.4
147142,mousePosition,1919.0,916.2
148474,mousePosition,212.0,83.7
149717,mousePosition,199.0,980.1
150959,mousePosition,1167.0,683.1
152286,mousePosition,1208.0,0.0
153527,mousePosition,1919.0,2.7
154864,mousePosition,1842.0,422.1
156091,mousePosition,1869.0,0.0
157401,mousePosition,1732.0,154.8
158639,mousePosition,1699.0,462.6
159968,mousePosition,1917.0,1079.1
161188,mousePosition,1830.0,270.0
162528,mousePosition,1406.0,0.0
163777,mousePosition,1919.0,0.0
165077,mousePosition,1685.0,420.3
166325,mousePosition,1919.0,326.7
167641,mousePosition,1088.0,195.3
168877,mousePosition,1392.0,35.1
170197,mousePosition,1628.0,440.1
171444,mousePosition,1318.0,1079.1
172785,mousePosition,1712.0,473.4
173957,mousePosition,1294.0,384.3
175237,mousePosition,1285.0,600.3
176411,mousePosition,1137.0,595.8
177673,mousePosition,1181.0,527.4
178847,mousePosition,1450.0,601.2
180165,mousePosition,1166.0,468.9
180831,mouseReleased,1522.0,610.2
181340,mousePosition,1154.0,551.7
182590,mousePosition,703.0,594.0
183766,mousePosition,899.0,553.5
185039,mousePosition,917.0,581.4
186213,mousePosition,917.0,581.4
187475,mousePosition,917.0,581.4
188648,mousePosition,917.0,581.4
189434,mouseReleased,953.0,392.4
189825,mousePosition,1339.0,377.1
190283,mouseReleased,1489.0,343.8
191109,mousePosition,1196.0,618.3
191343,mouseReleased,1198.0,581.4
192048,mouseReleased,486.0,632.7
192283,mousePosition,630.0,594.9
193546,mousePosition,1213.0,642.6
194726,mousePosition,1085.0,405.9
195691,mouseReleased,1114.0,414.0
196004,mousePosition,1105.0,426.6
196829,mouseReleased,1007.0,1048.5
197182,mousePosition,869.0,896.4
198322,mouseReleased,1013.0,1021.5
198478,mousePosition,1013.0,1021.5
199651,mousePosition,578.0,523.8
200772,mouseReleased,392.0,563.4
200929,mousePosition,392.0,563.4
202105,mousePosition,927.0,496.8
202418,mouseReleased,981.0,426.6
202925,mouseReleased,970.0,423.0
203368,mousePosition,1070.0,535.5
204542,mousePosition,1012.0,684.9
205796,mousePosition,990.0,692.1
206966,mousePosition,978.0,683.1
208214,mousePosition,978.0,683.1
209389,mousePosition,940.0,664.2
210564,mousePosition,718.0,585.9
211822,mousePosition,718.0,585.9
212993,mousePosition,720.0,584.1
