millis,action,mouse.x,mouse.y
2950,mousePosition,173.0,142.2
4270,mousePosition,173.0,142.2
5632,mousePosition,173.0,142.2
6940,mousePosition,173.0,142.2
8287,mousePosition,402.0,416.7
9549,mousePosition,383.0,420.3
10891,mousePosition,383.0,420.3
12198,mousePosition,852.0,546.3
13468,mousePosition,1295.0,900.0
14772,mousePosition,997.0,1009.8
15053,mouseReleased,1004.0,1008.9
16065,mousePosition,1004.0,1008.9
17388,mousePosition,1416.0,726.3
18640,mousePosition,320.0,538.2
19568,mouseReleased,192.0,487.8
19869,mousePosition,192.0,487.8
21207,mousePosition,192.0,487.8
22536,mousePosition,807.0,707.4
23021,mouseReleased,679.0,575.1
23888,mousePosition,708.0,266.4
24494,mouseReleased,741.0,316.8
24870,mouseReleased,488.0,579.6
25111,mousePosition,339.0,637.2
25232,mouseReleased,336.0,641.7
26431,mousePosition,928.0,999.0
26997,mouseReleased,1006.0,1022.4
27682,mousePosition,1006.0,1022.4
29022,mousePosition,1006.0,1022.4
30348,mousePosition,1006.0,1022.4
31154,mouseReleased,1062.0,771.3
31558,mousePosition,996.0,1040.4
31758,mouseReleased,986.0,1044.9
32940,mousePosition,1686.0,642.6
33544,mouseReleased,1869.0,613.8
34150,mousePosition,1437.0,695.7
35511,mousePosition,1426.0,600.3
35874,mouseReleased,1487.0,576.0
36721,mousePosition,1483.0,578.7
37477,mouseReleased,1862.0,593.1
38158,mousePosition,1843.0,595.8
38920,mouseReleased,1323.0,574.2
39365,mousePosition,1321.0,657.0
40330,mouseReleased,1003.0,1025.1
40652,mousePosition,1005.0,1009.8
41863,mousePosition,30.0,568.8
41903,mouseReleased,30.0,568.8
43070,mousePosition,436.0,748.8
43564,mouseReleased,702.0,838.8
44505,mousePosition,928.0,641.7
44948,mouseReleased,903.0,612.0
45722,mousePosition,899.0,879.3
46128,mouseReleased,729.0,937.8
47143,mousePosition,1879.0,675.9
48375,mouseReleased,1010.0,1011.6
48415,mousePosition,1010.0,1011.6
49640,mousePosition,1398.0,754.2
50173,mouseReleased,1891.0,711.0
51127,mousePosition,1301.0,754.2
52352,mousePosition,1143.0,935.1
52556,mouseReleased,1143.0,935.1
53561,mousePosition,1131.0,936.0
53655,mouseReleased,1126.0,938.7
55102,mousePosition,550.0,612.9
56411,mousePosition,71.0,549.0
57714,mousePosition,849.0,370.8
59210,mousePosition,1647.0,522.9
60511,mousePosition,481.0,227.7
61811,mousePosition,896.0,94.5
63412,mousePosition,1541.0,412.2
64712,mousePosition,1190.0,648.9
66010,mousePosition,73.0,601.2
67299,mousePosition,143.0,122.4
68914,mousePosition,1336.0,0.0
70199,mousePosition,1919.0,260.1
71478,mousePosition,1752.0,256.5
72770,mousePosition,1104.0,735.3
74308,mousePosition,0.0,756.9
75609,mousePosition,635.0,1009.8
76910,mousePosition,1428.0,713.7
78279,mousePosition,1099.0,698.4
79908,mousePosition,1225.0,1079.1
81171,mousePosition,1660.0,694.8
82444,mousePosition,1473.0,1039.5
83711,mousePosition,1456.0,878.4
85318,mousePosition,1363.0,365.4
86587,mousePosition,506.0,2.7
87838,mousePosition,8.0,219.6
89090,mousePosition,715.0,477.9
90806,mousePosition,1156.0,267.3
92073,mousePosition,610.0,102.6
93341,mousePosition,1412.0,423.9
94610,mousePosition,1243.0,155.7
95873,mousePosition,1919.0,25.2
97405,mousePosition,1740.0,459.9
98663,mousePosition,1818.0,117.9
99926,mousePosition,1683.0,396.9
101175,mousePosition,381.0,457.2
102430,mousePosition,0.0,815.4
104116,mousePosition,49.0,1079.1
