millis,action,mouse.x,mouse.y
2932,mousePosition,282.0,589.5
4232,mousePosition,282.0,589.5
5505,mousePosition,481.0,428.4
6810,mousePosition,998.0,949.5
7364,mouseReleased,1002.0,1032.3
8074,mousePosition,1011.0,1011.6
9369,mousePosition,285.0,561.6
10633,mousePosition,213.0,491.4
11394,mouseReleased,216.0,504.9
11879,mousePosition,365.0,509.4
13176,mousePosition,563.0,545.4
14428,mousePosition,645.0,171.0
15682,mousePosition,700.0,583.2
16967,mousePosition,697.0,585.0
17301,mouseReleased,697.0,585.0
18237,mousePosition,899.0,988.2
19381,mouseReleased,1016.0,1031.4
19504,mousePosition,1016.0,1031.4
20770,mousePosition,1014.0,1026.0
21191,mouseReleased,1014.0,1026.0
22039,mousePosition,1247.0,900.9
23038,mouseReleased,1906.0,589.5
23326,mousePosition,1865.0,594.0
23326,mouseReleased,1865.0,594.0
24273,mouseReleased,1489.0,581.4
24595,mousePosition,1489.0,581.4
25932,mousePosition,1798.0,621.0
26215,mouseReleased,1864.0,595.8
27146,mousePosition,1864.0,595.8
28412,mousePosition,1357.0,574.2
28412,mouseReleased,1357.0,574.2
29709,mousePosition,1357.0,590.4
30919,mousePosition,996.0,1060.2
32201,mousePosition,1001.0,1027.8
33413,mousePosition,994.0,1023.3
34748,mousePosition,994.0,1023.3
36024,mousePosition,994.0,1023.3
37234,mousePosition,994.0,1023.3
38082,mouseReleased,1018.0,1025.1
38544,mousePosition,1111.0,873.0
39752,mousePosition,1340.0,611.1
40894,mouseReleased,60.0,557.1
41055,mousePosition,37.0,585.0
41215,mouseReleased,33.0,587.7
42265,mousePosition,1170.0,618.3
42914,mouseReleased,1392.0,652.5
43570,mousePosition,1397.0,655.2
44267,mouseReleased,1139.0,599.4
44803,mousePosition,1140.0,642.6
46199,mousePosition,1165.0,617.4
47199,mouseReleased,1865.0,701.1
47450,mousePosition,1494.0,674.1
48488,mouseReleased,1128.0,618.3
48770,mousePosition,1134.0,616.5
49542,mouseReleased,1122.0,616.5
50025,mousePosition,1126.0,587.7
51322,mousePosition,1648.0,618.3
51362,mouseReleased,1648.0,618.3
52550,mousePosition,1204.0,623.7
52719,mouseReleased,1202.0,622.8
53493,mouseReleased,831.0,683.1
53863,mousePosition,845.0,468.0
53985,mouseReleased,845.0,468.0
55159,mousePosition,1229.0,636.3
55323,mouseReleased,1227.0,638.1
56179,mouseReleased,1659.0,607.5
56383,mousePosition,1599.0,612.9
57225,mouseReleased,881.0,732.6
57761,mousePosition,1680.0,631.8
58045,mouseReleased,1659.0,633.6
58987,mousePosition,1020.0,823.5
60289,mousePosition,478.0,665.1
60329,mouseReleased,478.0,665.1
61494,mousePosition,1412.0,549.0
62274,mouseReleased,1626.0,609.3
62803,mousePosition,1212.0,657.9
63169,mouseReleased,1077.0,597.6
64026,mousePosition,575.0,680.4
64190,mouseReleased,538.0,684.0
65244,mouseReleased,1634.0,610.2
65326,mousePosition,1593.0,612.0
66545,mousePosition,522.0,710.1
66545,mouseReleased,532.0,705.6
67392,mouseReleased,1665.0,606.6
67839,mousePosition,966.0,459.9
68858,mouseReleased,511.0,664.2
69059,mousePosition,936.0,629.1
69741,mouseReleased,1621.0,610.2
70350,mousePosition,876.0,634.5
71489,mouseReleased,480.0,675.9
71646,mousePosition,504.0,671.4
72855,mousePosition,1740.0,983.7
74144,mousePosition,1207.0,738.9
75347,mousePosition,1148.0,584.1
76638,mousePosition,1075.0,536.4
77820,mousePosition,913.0,552.6
79077,mousePosition,914.0,578.7
80254,mousePosition,914.0,578.7
81594,mousePosition,914.0,578.7
82770,mousePosition,914.0,578.7
83943,mousePosition,914.0,578.7
85232,mousePosition,948.0,608.4
86406,mousePosition,948.0,608.4
87656,mousePosition,1622.0,711.0
88917,mousePosition,1687.0,840.6
90089,mousePosition,1781.0,1017.9
91359,mousePosition,1032.0,665.1
92538,mousePosition,809.0,561.6
93817,mousePosition,934.0,550.8
94992,mousePosition,1208.0,697.5
95739,mouseReleased,1786.0,1027.8
96279,mousePosition,1157.0,704.7
97037,mouseReleased,686.0,814.5
97473,mousePosition,1382.0,672.3
98337,mouseReleased,1102.0,438.3
