millis,action,mouse.x,mouse.y
2937,mousePosition,971.0,940.5
4223,mousePosition,1050.0,835.2
5532,mousePosition,975.0,963.9
6819,mousePosition,960.0,1002.6
7758,mouseReleased,981.0,972.9
8082,mousePosition,980.0,994.5
8227,mouseReleased,979.0,995.4
9381,mousePosition,618.0,590.4
10679,mousePosition,415.0,539.1
12011,mousePosition,258.0,699.3
13312,mousePosition,314.0,998.1
14601,mousePosition,531.0,59.4
15894,mousePosition,209.0,489.6
17220,mousePosition,351.0,504.9
18497,mousePosition,293.0,546.3
19831,mousePosition,293.0,546.3
21112,mousePosition,293.0,546.3
22410,mousePosition,293.0,546.3
23684,mousePosition,293.0,546.3
24969,mousePosition,293.0,546.3
26203,mousePosition,293.0,546.3
27501,mousePosition,293.0,546.3
28785,mousePosition,293.0,546.3
30085,mousePosition,293.0,546.3
31380,mousePosition,293.0,546.3
32615,mousePosition,293.0,546.3
33922,mousePosition,315.0,498.6
35159,mouseReleased,288.0,464.4
35243,mousePosition,288.0,464.4
36464,mousePosition,733.0,687.6
37750,mousePosition,1442.0,600.3
39021,mouseReleased,1469.0,621.0
39104,mousePosition,1469.0,621.0
40312,mousePosition,672.0,848.7
40353,mouseReleased,672.0,848.7
41330,mouseReleased,1102.0,956.7
41615,mousePosition,1108.0,954.0
42677,mouseReleased,913.0,617.4
42843,mousePosition,894.0,660.6
44136,mousePosition,554.0,84.6
45450,mousePosition,702.0,992.7
46265,mouseReleased,551.0,983.7
46674,mousePosition,908.0,1057.5
47979,mousePosition,1018.0,1026.9
49202,mousePosition,674.0,652.5
50502,mousePosition,441.0,817.2
51730,mousePosition,548.0,949.5
52880,mouseReleased,1001.0,1039.5
52962,mousePosition,1052.0,1029.6
53899,mouseReleased,1860.0,713.7
54313,mousePosition,1222.0,837.0
54765,mouseReleased,1149.0,930.6
55141,mouseReleased,1146.0,930.6
55577,mousePosition,1213.0,725.4
57041,mousePosition,1036.0,573.3
58360,mousePosition,1026.0,582.3
59755,mousePosition,1026.0,582.3
61135,mousePosition,1026.0,582.3
62431,mousePosition,1026.0,582.3
63801,mousePosition,1063.0,554.4
65098,mousePosition,1405.0,659.7
66480,mousePosition,1289.0,582.3
67779,mousePosition,1312.0,962.1
69150,mousePosition,1442.0,1077.3
70443,mousePosition,1698.0,542.7
71808,mousePosition,1071.0,410.4
73117,mousePosition,1885.0,600.3
74503,mousePosition,806.0,324.0
75794,mousePosition,1459.0,183.6
77190,mousePosition,955.0,371.7
78569,mousePosition,1035.0,376.2
79836,mousePosition,1688.0,387.0
81183,mousePosition,1695.0,288.0
82448,mousePosition,1512.0,574.2
83867,mousePosition,352.0,0.0
85130,mousePosition,247.0,628.2
86492,mousePosition,241.0,597.6
87752,mousePosition,76.0,1050.3
89102,mousePosition,612.0,903.6
90363,mousePosition,1213.0,795.6
91731,mousePosition,1600.0,527.4
92995,mousePosition,1191.0,1041.3
94363,mousePosition,1611.0,622.8
95558,mousePosition,1211.0,590.4
96839,mousePosition,1186.0,588.6
98016,mousePosition,1181.0,531.0
99274,mousePosition,1178.0,521.1
100552,mousePosition,1167.0,522.0
101728,mousePosition,1167.0,522.0
102989,mousePosition,1167.0,522.0
104167,mousePosition,1168.0,525.6
105427,mousePosition,1168.0,525.6
106602,mousePosition,1168.0,525.6
107850,mousePosition,1168.0,525.6
108754,mouseReleased,1450.0,578.7
109030,mousePosition,1458.0,571.5
110214,mouseReleased,106.0,566.1
110293,mousePosition,106.0,566.1
110648,mouseReleased,61.0,573.3
111479,mousePosition,1302.0,669.6
111911,mouseReleased,1365.0,648.0
112592,mouseReleased,1851.0,726.3
112751,mousePosition,1636.0,674.1
113393,mouseReleased,1140.0,625.5
113711,mouseReleased,1139.0,616.5
113986,mousePosition,1144.0,614.7
114981,mouseReleased,1629.0,666.9
115341,mousePosition,1150.0,640.8
116540,mousePosition,527.0,634.5
116740,mouseReleased,514.0,674.1
117805,mousePosition,1617.0,666.0
117884,mouseReleased,1617.0,666.0
119003,mousePosition,513.0,634.5
119163,mouseReleased,510.0,632.7
120180,mousePosition,1533.0,682.2
120461,mouseReleased,1561.0,668.7
121125,mouseReleased,1580.0,654.3
121445,mousePosition,1510.0,583.2
122442,,1471.0,554.4
122442,exit,1471.0,554.4
