millis,action,mouse.x,mouse.y
2288,mousePosition,990.0,1030.0
2405,mouseReleased,990.0,1030.0
2889,mousePosition,507.0,717.0
3141,mouseReleased,173.0,554.0
3574,mousePosition,280.0,578.0
3598,mouseReleased,280.0,578.0
4268,mousePosition,1499.0,594.0
4290,mouseReleased,1499.0,594.0
4635,mouseReleased,1404.0,572.0
4947,mousePosition,645.0,566.0
5191,mouseReleased,678.0,584.0
5556,mousePosition,975.0,1005.0
5658,mouseReleased,978.0,1005.0
6157,mousePosition,1870.0,735.0
6297,mouseReleased,1872.0,716.0
6794,mousePosition,1095.0,901.0
6840,mouseReleased,1095.0,901.0
7245,mouseReleased,1117.0,925.0
7539,mousePosition,1117.0,925.0
8325,mousePosition,592.0,519.0
9114,mousePosition,1651.0,535.0
9915,mousePosition,1430.0,1079.0
10700,mousePosition,1691.0,658.0
11487,mousePosition,1167.0,1013.0
12269,mousePosition,1731.0,570.0
13051,mousePosition,1650.0,232.0
13840,mousePosition,1617.0,0.0
14611,mousePosition,1688.0,485.0
15394,mousePosition,529.0,437.0
16182,mousePosition,0.0,638.0
16957,mousePosition,340.0,681.0
17737,mousePosition,1141.0,573.0
18523,mousePosition,328.0,416.0
19307,mousePosition,1697.0,484.0
20087,mousePosition,377.0,631.0
20862,mousePosition,1810.0,418.0
21657,mousePosition,635.0,722.0
22433,mousePosition,345.0,918.0
23177,mousePosition,401.0,1042.0
23844,mousePosition,704.0,675.0
24516,mousePosition,1369.0,522.0
25268,mousePosition,1130.0,419.0
26057,mousePosition,484.0,0.0
26826,mousePosition,0.0,145.0
27582,mousePosition,670.0,456.0
28371,mousePosition,540.0,593.0
29151,mousePosition,1494.0,549.0
29929,mousePosition,1115.0,668.0
30623,mousePosition,1471.0,620.0
31310,mousePosition,1423.0,661.0
31996,mousePosition,1410.0,715.0
32604,mousePosition,1361.0,704.0
32963,,1365.0,699.0
32963,exit,1365.0,699.0
