millis,action,mouse.x,mouse.y
2353,mousePosition,927.0,1079.0
3043,mousePosition,1012.0,1038.0
3248,mouseReleased,1012.0,1038.0
3738,mousePosition,966.0,985.0
4213,mouseReleased,395.0,508.0
4425,mousePosition,395.0,508.0
5108,mousePosition,395.0,508.0
5790,mousePosition,530.0,525.0
6467,mousePosition,804.0,530.0
7150,mousePosition,852.0,468.0
7174,mouseReleased,852.0,468.0
7844,mousePosition,604.0,701.0
8251,mouseReleased,710.0,843.0
8527,mousePosition,710.0,843.0
9208,mousePosition,815.0,765.0
9777,mouseReleased,1319.0,582.0
9895,mousePosition,1288.0,600.0
10590,mousePosition,1000.0,1036.0
10773,mouseReleased,1000.0,1036.0
11267,mousePosition,997.0,1022.0
11945,mousePosition,1013.0,991.0
12622,mousePosition,1055.0,931.0
13300,mousePosition,1060.0,921.0
13981,mousePosition,1060.0,921.0
14660,mousePosition,1105.0,915.0
15336,mousePosition,1106.0,915.0
15566,mouseReleased,1106.0,915.0
16035,mousePosition,1106.0,915.0
16727,mousePosition,1120.0,917.0
17399,mousePosition,1117.0,418.0
17561,mouseReleased,1117.0,418.0
18081,mousePosition,1117.0,418.0
18284,,1117.0,418.0
18284,exit,1117.0,418.0
